index,area,pop,sex,x_LDI_id_Updated_7July2011,x_ihme_health_system_access_19jul2011,year
454,CYP,376.184493597,male,,2.008594,2010.0
455,CYP,386.959503405,female,,2.008594,2010.0
456,DEU,38393.8157003,male,0.674430598331,2.008594,1990.0
457,DEU,41512.0674486,female,0.674430598331,2.008594,1990.0
458,DEU,40931.6638022,male,1.03428522481,2.008594,2005.0
459,DEU,42483.6067357,female,1.03428522481,2.008594,2005.0
460,DEU,40825.1605144,male,,2.008594,2010.0
461,DEU,42125.518464,female,,2.008594,2010.0
462,DNK,2560.06479865,male,0.739898008316,2.008594,1990.0
463,DNK,2630.7268217,female,0.739898008316,2.008594,1990.0
464,DNK,2701.45506677,male,1.13665832083,2.008594,2005.0
465,DNK,2742.73082879,female,1.13665832083,2.008594,2005.0
466,DNK,2754.7844371,male,,2.008594,2010.0
467,DNK,2783.39075249,female,,2.008594,2010.0
468,ESP,19194.525178,male,0.366670467357,2.008594,1990.0
469,ESP,20013.6928365,female,0.366670467357,2.008594,1990.0
470,ESP,21587.6132485,male,0.805127182864,2.008594,2005.0
471,ESP,22196.2313951,female,0.805127182864,2.008594,2005.0
472,ESP,22197.4441029,male,,2.008594,2010.0
473,ESP,22736.2856112,female,,2.008594,2010.0
474,FIN,2441.97092751,male,0.582781738098,2.008594,1990.0
475,FIN,2598.40809095,female,0.582781738098,2.008594,1990.0
476,FIN,2597.53388099,male,0.937064360226,2.008594,2005.0
477,FIN,2701.62995658,female,0.937064360226,2.008594,2005.0
478,FIN,2649.00627499,male,,2.008594,2010.0
479,FIN,2733.1207691,female,,2.008594,2010.0
480,FRA,27840.6467714,male,0.65342062561,2.008594,1990.0
481,FRA,29287.7766523,female,0.65342062561,2.008594,1990.0
482,FRA,29945.8278057,male,0.973084205761,2.008594,2005.0
483,FRA,31551.0793686,female,0.973084205761,2.008594,2005.0
484,FRA,30775.2885508,male,,2.008594,2010.0
485,FRA,32269.019624,female,,2.008594,2010.0
486,GBR,28134.2404878,male,0.598192137737,2.008594,1990.0
487,GBR,29695.0961198,female,0.598192137737,2.008594,1990.0
488,GBR,29752.5333672,male,1.0542595496,2.008594,2005.0
489,GBR,30850.6103296,female,1.0542595496,2.008594,2005.0
490,GBR,30726.391881,male,,2.008594,2010.0
491,GBR,31563.6337239,female,,2.008594,2010.0
492,GRC,5045.94942906,male,0.344633169338,2.008594,1990.0
493,GRC,5197.76726124,female,0.344633169338,2.008594,1990.0
494,GRC,5613.99209687,male,0.63505360977,2.008594,2005.0
495,GRC,5760.90445145,female,0.63505360977,2.008594,2005.0
496,GRC,5687.31799208,male,,2.008594,2010.0
497,GRC,5807.93565973,female,,2.008594,2010.0
498,IRL,1768.70716125,male,0.245703563687,2.008594,1990.0
499,IRL,1784.11013684,female,0.245703563687,2.008594,1990.0
500,IRL,2098.42963163,male,1.21437456936,2.008594,2005.0
501,IRL,2098.29561543,female,1.21437456936,2.008594,2005.0
502,IRL,2254.43991694,male,,2.008594,2010.0
503,IRL,2269.6158253,female,,2.008594,2010.0
504,ISL,128.708233955,male,0.78399757226,2.008594,1990.0
505,ISL,127.694041015,female,0.78399757226,2.008594,1990.0
506,ISL,150.33621028,male,1.14797762504,2.008594,2005.0
507,ISL,148.330162463,female,1.14797762504,2.008594,2005.0
508,ISL,164.485330438,male,,2.008594,2010.0
509,ISL,158.73310348,female,,2.008594,2010.0
510,ISR,2343.75338788,male,0.335992713373,2.008594,1990.0
511,ISR,2369.82967824,female,0.335992713373,2.008594,1990.0
512,ISR,3446.62199741,male,0.632820542679,2.008594,2005.0
513,ISR,3535.75690527,female,0.632820542679,2.008594,2005.0
514,ISR,3760.3105517,male,,2.008594,2010.0
515,ISR,3832.99226855,female,,2.008594,2010.0
516,ITA,27912.1744835,male,0.601781274223,2.008594,1990.0
517,ITA,29616.6664133,female,0.601781274223,2.008594,1990.0
518,ITA,28772.59442,male,0.91319556227,2.008594,2005.0
519,ITA,30374.8377469,female,0.91319556227,2.008594,2005.0
520,ITA,29368.8022101,male,,2.008594,2010.0
521,ITA,30856.9507487,female,,2.008594,2010.0
522,LUX,188.444707905,male,1.3571171282,2.008594,1990.0
523,LUX,196.395414453,female,1.3571171282,2.008594,1990.0
524,LUX,227.98154705,male,2.77673972583,2.008594,2005.0
525,LUX,233.033927125,female,2.77673972583,2.008594,2005.0
526,LUX,250.281006451,male,,2.008594,2010.0
527,LUX,252.199277743,female,,2.008594,2010.0
528,MLT,182.597641363,male,0.0691508189902,2.008594,1990.0
529,MLT,187.596033049,female,0.0691508189902,2.008594,1990.0
530,MLT,204.559379259,male,0.486570513211,2.008594,2005.0
531,MLT,208.357721689,female,0.486570513211,2.008594,2005.0
532,MLT,208.090785426,male,,2.008594,2010.0
533,MLT,211.282857365,female,,2.008594,2010.0
534,NLD,7443.25725766,male,0.744052043674,2.008594,1990.0
535,NLD,7609.68584751,female,0.744052043674,2.008594,1990.0
536,NLD,8136.23226718,male,1.256297244,2.008594,2005.0
537,NLD,8278.66147444,female,1.256297244,2.008594,2005.0
538,NLD,8276.68233889,male,,2.008594,2010.0
539,NLD,8390.80398818,female,,2.008594,2010.0
540,NOR,2119.24299664,male,1.05318436915,2.008594,1990.0
541,NOR,2164.00765346,female,1.05318436915,2.008594,1990.0
542,NOR,2308.23040635,male,1.80481300925,2.008594,2005.0
543,NOR,2329.78230725,female,1.80481300925,2.008594,2005.0
544,NOR,2431.65290259,male,,2.008594,2010.0
545,NOR,2419.86802305,female,,2.008594,2010.0
546,PRT,4839.27224849,male,0.14301680835,2.008594,1990.0
547,PRT,5202.27497548,female,0.14301680835,2.008594,1990.0
548,PRT,5163.39622567,male,0.499572550253,2.008594,2005.0
549,PRT,5508.73296741,female,0.499572550253,2.008594,2005.0
550,PRT,5205.23017783,male,,2.008594,2010.0
551,PRT,5540.92165251,female,,2.008594,2010.0
552,SWE,4280.07453712,male,0.701918182161,2.008594,1990.0
553,SWE,4373.70555291,female,0.701918182161,2.008594,1990.0
554,SWE,4505.95043421,male,1.05592719765,2.008594,2005.0
555,SWE,4555.48384366,female,1.05592719765,2.008594,2005.0
556,SWE,4640.79607425,male,,2.008594,2010.0
557,SWE,4650.06583969,female,,2.008594,2010.0
558,BOL,3330.70654857,male,-0.397717917066,2.008594,1990.0
559,BOL,3391.57541347,female,-0.397717917066,2.008594,1990.0
560,BOL,4575.28570143,male,-0.370565059225,2.008594,2005.0
561,BOL,4622.85025574,female,-0.370565059225,2.008594,2005.0
562,BOL,4981.06132086,male,,2.008594,2010.0
563,BOL,5008.37085191,female,,2.008594,2010.0
564,ECU,5195.38866322,male,-0.278196343053,2.008594,1990.0
565,ECU,5133.82438195,female,-0.278196343053,2.008594,1990.0
566,ECU,6762.12014846,male,-0.249693813845,2.008594,2005.0
567,ECU,6718.08596576,female,-0.249693813845,2.008594,2005.0
568,ECU,7276.93057338,male,,2.008594,2010.0
569,ECU,7248.77153896,female,,2.008594,2010.0
570,PER,10959.3903415,male,-0.284006114693,2.008594,1990.0
571,PER,10873.1956757,female,-0.284006114693,2.008594,1990.0
572,PER,13892.5124616,male,-0.254468717799,2.008594,2005.0
573,PER,13814.3394004,female,-0.254468717799,2.008594,2005.0
574,PER,14649.7932117,male,,2.008594,2010.0
575,PER,14582.0307517,female,,2.008594,2010.0
576,COL,16565.7671556,male,-0.279022416626,2.008594,1990.0
577,COL,16836.7112468,female,-0.279022416626,2.008594,1990.0
578,COL,21288.6283718,male,-0.205272423996,2.008594,2005.0
579,COL,21930.7476427,female,-0.205272423996,2.008594,2005.0
580,COL,22853.9338881,male,,2.008594,2010.0
581,COL,23600.9734333,female,,2.008594,2010.0
582,CRI,1564.66523212,male,-0.215325959406,2.008594,1990.0
583,CRI,1512.4747555,female,-0.215325959406,2.008594,1990.0
584,CRI,2193.50751559,male,-0.103014128329,2.008594,2005.0
585,CRI,2124.58985092,female,-0.103014128329,2.008594,2005.0
586,CRI,2373.01515039,male,,2.008594,2010.0
587,CRI,2301.3826901,female,,2.008594,2010.0
588,GTM,4546.52639077,male,-0.350001127741,2.008594,1990.0
589,GTM,4477.85524004,female,-0.350001127741,2.008594,1990.0
590,GTM,6253.70659492,male,-0.314431536777,2.008594,2005.0
591,GTM,6553.80133277,female,-0.314431536777,2.008594,2005.0
592,GTM,7065.79485442,male,,2.008594,2010.0
593,GTM,7421.91913587,female,,2.008594,2010.0
594,HND,2472.91134543,male,-0.396399299531,2.008594,1990.0
595,HND,2459.25736824,female,-0.396399299531,2.008594,1990.0
596,HND,3452.15636838,male,-0.38385474735,2.008594,2005.0
597,HND,3467.84741638,female,-0.38385474735,2.008594,2005.0
598,HND,3821.87969578,male,,2.008594,2010.0
599,HND,3822.41608333,female,,2.008594,2010.0
600,MEX,42051.6835941,male,-0.055224671995,2.008594,1990.0
601,MEX,42701.4564946,female,-0.055224671995,2.008594,1990.0
602,MEX,52816.3039834,male,0.048146568081,2.008594,2005.0
603,MEX,54165.7154347,female,0.048146568081,2.008594,2005.0
604,MEX,56166.1049456,male,,2.008594,2010.0
605,MEX,57710.630856,female,,2.008594,2010.0
606,NIC,2074.14852012,male,-0.420192621588,2.008594,1990.0
607,NIC,2083.5079081,female,-0.420192621588,2.008594,1990.0
608,NIC,2704.22438798,male,-0.433966062891,2.008594,2005.0
609,NIC,2742.21685729,female,-0.433966062891,2.008594,2005.0
610,NIC,2870.48886228,male,,2.008594,2010.0
611,NIC,2930.41204879,female,,2.008594,2010.0
612,PAN,1229.15253478,male,-0.244897687171,2.008594,1990.0
613,PAN,1200.42213249,female,-0.244897687171,2.008594,1990.0
614,PAN,1640.40928575,male,-0.148246923106,2.008594,2005.0
615,PAN,1613.21861021,female,-0.148246923106,2.008594,2005.0
616,PAN,1780.35604034,male,,2.008594,2010.0
617,PAN,1752.63275177,female,,2.008594,2010.0
618,SLV,2610.98300247,male,-0.349083921312,2.008594,1990.0
619,SLV,2757.32334469,female,-0.349083921312,2.008594,1990.0
620,SLV,2903.25539133,male,-0.253287163664,2.008594,2005.0
621,SLV,3172.37570949,female,-0.253287163664,2.008594,2005.0
622,SLV,2951.64322512,male,,2.008594,2010.0
623,SLV,3263.92527594,female,,2.008594,2010.0
624,VEN,9959.27584363,male,-0.0658287497324,2.008594,1990.0
625,VEN,9790.63679052,female,-0.0658287497324,2.008594,1990.0
626,VEN,13461.6361592,male,-0.0866740383068,2.008594,2005.0
627,VEN,13329.452036,female,-0.0866740383068,2.008594,2005.0
628,VEN,14604.3875771,male,,2.008594,2010.0
629,VEN,14500.586932,female,,2.008594,2010.0
630,ARG,16130.9349935,male,-0.13688834646,2.008594,1990.0
631,ARG,16767.1658543,female,-0.13688834646,2.008594,1990.0
632,ARG,19080.7693011,male,-0.04464296134,2.008594,2005.0
633,ARG,19913.1952197,female,-0.04464296134,2.008594,2005.0
634,ARG,19902.5110344,male,,2.008594,2010.0
635,ARG,20759.6939548,female,,2.008594,2010.0
636,CHL,6543.29736,male,-0.261916436088,2.008594,1990.0
637,CHL,6709.58167662,female,-0.261916436088,2.008594,1990.0
638,CHL,7782.73145147,male,0.0112611684716,2.008594,2005.0
639,CHL,8012.91743508,female,0.0112611684716,2.008594,2005.0
640,CHL,8120.72741934,male,,2.008594,2010.0
641,CHL,8347.21448388,female,,2.008594,2010.0
642,URY,1522.05398226,male,-0.20207741631,2.008594,1990.0
643,URY,1618.22311562,female,-0.20207741631,2.008594,1990.0
644,URY,1620.27966177,male,-0.0891006066697,2.008594,2005.0
645,URY,1735.91637388,female,-0.0891006066697,2.008594,2005.0
646,URY,1640.34738989,male,,2.008594,2010.0
647,URY,1755.44556773,female,,2.008594,2010.0
648,BRA,74623.8693946,male,-0.171203560231,2.008594,1990.0
649,BRA,75619.3393778,female,-0.171203560231,2.008594,1990.0
650,BRA,91979.7234324,male,-0.128728626718,2.008594,2005.0
651,BRA,94555.2255975,female,-0.128728626718,2.008594,2005.0
652,BRA,96343.2830685,male,,2.008594,2010.0
653,BRA,99425.0041762,female,,2.008594,2010.0
654,PRY,2161.59385971,male,-0.349685907928,2.008594,1990.0
655,PRY,2115.30196181,female,-0.349685907928,2.008594,1990.0
656,PRY,2999.43881658,male,-0.354229026488,2.008594,2005.0
657,PRY,2932.56132504,female,-0.354229026488,2.008594,2005.0
658,PRY,3275.4895694,male,,2.008594,2010.0
659,PRY,3214.00955618,female,,2.008594,2010.0
660,AFG,7071.16361646,male,-0.511177101447,2.008594,1990.0
661,AFG,6577.53741859,female,-0.511177101447,2.008594,1990.0
662,AFG,14512.5522653,male,-0.520831826576,2.008594,2005.0
663,AFG,13542.9838987,female,-0.520831826576,2.008594,2005.0
664,AFG,16572.4829244,male,,2.008594,2010.0
665,AFG,15479.6090976,female,,2.008594,2010.0
666,ARE,1184.0868054,male,1.69661927015,2.008594,1990.0
667,ARE,622.731820948,female,1.69661927015,2.008594,1990.0
668,ARE,2792.93789715,male,1.53000635286,2.008594,2005.0
669,ARE,1293.85829392,female,1.53000635286,2.008594,2005.0
670,ARE,5219.34488486,male,,2.008594,2010.0
671,ARE,2283.93450074,female,,2.008594,2010.0
672,BHR,287.135386766,male,0.430124839922,2.008594,1990.0
673,BHR,210.885406715,female,0.430124839922,2.008594,1990.0
674,BHR,424.962218427,male,0.684109823217,2.008594,2005.0
675,BHR,316.118171989,female,0.684109823217,2.008594,2005.0
676,BHR,794.433153206,male,,2.008594,2010.0
677,BHR,480.025924059,female,,2.008594,2010.0
678,DZA,12811.2554203,male,-0.255330422654,2.008594,1990.0
679,DZA,12630.4937971,female,-0.255330422654,2.008594,1990.0
680,DZA,16685.0398196,male,-0.248751275394,2.008594,2005.0
681,DZA,16389.8006909,female,-0.248751275394,2.008594,2005.0
682,DZA,17997.1857701,male,,2.008594,2010.0
683,DZA,17668.4138673,female,,2.008594,2010.0
684,EGY,28730.0954536,male,-0.397143447162,2.008594,1990.0
685,EGY,28424.6985873,female,-0.397143447162,2.008594,1990.0
686,EGY,37526.1640869,male,-0.332272458031,2.008594,2005.0
687,EGY,37147.2191054,female,-0.332272458031,2.008594,2005.0
688,EGY,40948.3063407,male,,2.008594,2010.0
689,EGY,40643.6984019,female,,2.008594,2010.0
690,IRN,27668.390222,male,-0.231600820774,2.008594,1990.0
691,IRN,27138.4610556,female,-0.231600820774,2.008594,1990.0
692,IRN,35937.9433077,male,-0.1186949616,2.008594,2005.0
693,IRN,34632.8279135,female,-0.1186949616,2.008594,2005.0
694,IRN,37760.6936686,male,,2.008594,2010.0
695,IRN,36608.3400298,female,,2.008594,2010.0
696,IRQ,8679.12412844,male,-0.217448855612,2.008594,1990.0
697,IRQ,8816.89669229,female,-0.217448855612,2.008594,1990.0
698,IRQ,13823.6018633,male,-0.371503540392,2.008594,2005.0
699,IRQ,13745.0118383,female,-0.371503540392,2.008594,2005.0
700,IRQ,15973.8691252,male,,2.008594,2010.0
701,IRQ,15883.6113368,female,,2.008594,2010.0
702,JOR,1781.09131961,male,-0.339459209687,2.008594,1990.0
703,JOR,1616.21777979,female,-0.339459209687,2.008594,1990.0
704,JOR,2786.96564206,male,-0.346266293121,2.008594,2005.0
705,JOR,2600.61770238,female,-0.346266293121,2.008594,2005.0
706,JOR,3153.95796749,male,,2.008594,2010.0
707,JOR,2978.11472046,female,,2.008594,2010.0
708,KWT,1102.77482855,male,0.965378485777,2.008594,1990.0
709,KWT,968.291520776,female,0.965378485777,2.008594,1990.0
710,KWT,1365.51527348,male,1.43995439828,2.008594,2005.0
711,KWT,912.510243558,female,1.43995439828,2.008594,2005.0
712,KWT,1613.85217404,male,,2.008594,2010.0
713,KWT,1084.31915849,female,,2.008594,2010.0
714,LBN,1450.01656951,male,0.0473559177248,2.008594,1990.0
715,LBN,1535.95769383,female,0.0473559177248,2.008594,1990.0
716,LBN,1997.64531721,male,-0.060720316168,2.008594,2005.0
717,LBN,2088.19775551,female,-0.060720316168,2.008594,2005.0
718,LBN,2080.90679489,male,,2.008594,2010.0
719,LBN,2178.73368568,female,,2.008594,2010.0
720,LBY,2283.64403878,male,0.31363239307,2.008594,1990.0
721,LBY,2070.69735548,female,0.31363239307,2.008594,1990.0
722,LBY,2957.74956619,male,0.139971243985,2.008594,2005.0
723,LBY,2837.04389083,female,0.139971243985,2.008594,2005.0
724,LBY,3235.51913146,male,,2.008594,2010.0
725,LBY,3142.93895608,female,,2.008594,2010.0
726,MAR,12442.3835244,male,-0.422395623159,2.008594,1990.0
727,MAR,12492.8017334,female,-0.422395623159,2.008594,1990.0
728,MAR,15080.8312245,male,-0.388504031527,2.008594,2005.0
729,MAR,15533.2400909,female,-0.388504031527,2.008594,2005.0
730,MAR,15752.9534735,male,,2.008594,2010.0
731,MAR,16359.4571271,female,,2.008594,2010.0
732,OMN,1047.0958412,male,0.191431658713,2.008594,1990.0
733,OMN,841.095840349,female,0.191431658713,2.008594,1990.0
734,OMN,1345.67327428,male,0.415647095604,2.008594,2005.0
735,OMN,1098.37057306,female,0.415647095604,2.008594,2005.0
736,OMN,1618.25926451,male,,2.008594,2010.0
737,OMN,1131.00204597,female,,2.008594,2010.0
738,PSE,1068.42992118,male,-0.434238629198,2.008594,1990.0
739,PSE,1042.27637461,female,-0.434238629198,2.008594,1990.0
740,PSE,1817.79794918,male,-0.407178620758,2.008594,2005.0
741,PSE,1765.34453259,female,-0.407178620758,2.008594,2005.0
742,PSE,2062.97271474,male,,2.008594,2010.0
743,PSE,2001.95283105,female,,2.008594,2010.0
744,QAT,318.269181045,male,2.41219685483,2.008594,1990.0
745,QAT,156.767771549,female,2.41219685483,2.008594,1990.0
746,QAT,555.751872479,male,2.89381267649,2.008594,2005.0
747,QAT,271.581861768,female,2.89381267649,2.008594,2005.0
748,QAT,1332.6442017,male,,2.008594,2010.0
749,QAT,429.290369407,female,,2.008594,2010.0
750,SAU,9076.78444871,male,0.471295356396,2.008594,1990.0
751,SAU,7117.03575941,female,0.471295356396,2.008594,1990.0
752,SAU,13520.7011562,male,0.452401413707,2.008594,2005.0
753,SAU,10588.6405938,female,0.452401413707,2.008594,2005.0
754,SAU,15066.176568,male,,2.008594,2010.0
755,SAU,12121.8977028,female,,2.008594,2010.0
756,SYR,6231.5652442,male,-0.390608357853,2.008594,1990.0
757,SYR,6150.42174392,female,-0.390608357853,2.008594,1990.0
758,SYR,9272.03989905,male,-0.34969605114,2.008594,2005.0
759,SYR,8968.21080984,female,-0.34969605114,2.008594,2005.0
760,SYR,10244.986144,male,,2.008594,2010.0
761,SYR,10016.8162782,female,,2.008594,2010.0
762,TUN,4162.75340701,male,-0.352251880433,2.008594,1990.0
763,TUN,4097.95015798,female,-0.352251880433,2.008594,1990.0
764,TUN,5011.38443905,male,-0.25126299472,2.008594,2005.0
765,TUN,4997.41083394,female,-0.25126299472,2.008594,2005.0
766,TUN,5281.16102072,male,,2.008594,2010.0
767,TUN,5281.78307654,female,,2.008594,2010.0
768,TUR,27305.3709004,male,-0.192612187184,2.008594,1990.0
769,TUR,27245.4812007,female,-0.192612187184,2.008594,1990.0
770,TUR,34234.2582278,male,-0.0616735179954,2.008594,2005.0
771,TUR,34390.1063141,female,-0.0616735179954,2.008594,2005.0
772,TUR,36459.024951,male,,2.008594,2010.0
773,TUR,36710.0579536,female,,2.008594,2010.0
774,YEM,6005.67652299,male,-0.468260626123,2.008594,1990.0
775,YEM,6062.23525143,female,-0.468260626123,2.008594,1990.0
776,YEM,10456.279105,male,-0.43914310618,2.008594,2005.0
777,YEM,10336.1201051,female,-0.43914310618,2.008594,2005.0
778,YEM,12184.3753143,male,,2.008594,2010.0
779,YEM,12030.0351872,female,,2.008594,2010.0
780,CAN,13808.8804209,male,0.812485432824,2.008594,1990.0
781,CAN,14041.0806111,female,0.812485432824,2.008594,1990.0
782,CAN,16092.3764515,male,1.19258643023,2.008594,2005.0
783,CAN,16323.3593619,female,1.19258643023,2.008594,2005.0
784,CAN,16665.3468077,male,,2.008594,2010.0
785,CAN,16838.7139778,female,,2.008594,2010.0
786,USA,122815.419452,male,1.00568292801,2.008594,1990.0
787,USA,129031.637219,female,1.00568292801,2.008594,1990.0
788,USA,146813.709149,male,1.53658279526,2.008594,2005.0
789,USA,150817.022083,female,1.53658279526,2.008594,2005.0
790,USA,152019.267698,male,,2.008594,2010.0
791,USA,155341.876578,female,,2.008594,2010.0
792,FJI,373.645774696,male,-0.386765172924,2.008594,1990.0
793,FJI,362.115310111,female,-0.386765172924,2.008594,1990.0
794,FJI,423.831145513,male,-0.333810949188,2.008594,2005.0
795,FJI,407.865934329,female,-0.333810949188,2.008594,2005.0
796,FJI,442.105600176,male,,2.008594,2010.0
797,FJI,424.881827129,female,,2.008594,2010.0
798,FSM,49.4503772177,male,-0.400194317207,2.008594,1990.0
799,FSM,47.3510655728,female,-0.400194317207,2.008594,1990.0
800,FSM,56.2362807281,male,-0.376679023187,2.008594,2005.0
801,FSM,54.5099881683,female,-0.376679023187,2.008594,2005.0
802,FSM,57.1828889531,male,,2.008594,2010.0
803,FSM,54.9963717014,female,,2.008594,2010.0
804,KIR,36.2920315308,male,-0.408299211589,2.008594,1990.0
805,KIR,33.973172259,female,-0.408299211589,2.008594,1990.0
806,KIR,44.9253846348,male,-0.377095415036,2.008594,2005.0
807,KIR,43.3695026721,female,-0.377095415036,2.008594,2005.0
808,KIR,48.2455113614,male,,2.008594,2010.0
809,KIR,46.6774658074,female,,2.008594,2010.0
810,MHL,24.5292563844,male,-0.21304815815,2.008594,1990.0
811,MHL,23.0127307883,female,-0.21304815815,2.008594,1990.0
812,MHL,30.0198209054,male,-0.245278499754,2.008594,2005.0
813,MHL,28.9882042561,female,-0.245278499754,2.008594,2005.0
814,MHL,32.6903797613,male,,2.008594,2010.0
815,MHL,31.6476572346,female,,2.008594,2010.0
816,PNG,2142.11641944,male,-0.454835643157,2.008594,1990.0
817,PNG,2045.2114126,female,-0.454835643157,2.008594,1990.0
818,PNG,3122.34013424,male,-0.448385860861,2.008594,2005.0
819,PNG,3003.42836122,female,-0.448385860861,2.008594,2005.0
820,PNG,3507.67123998,male,,2.008594,2010.0
821,PNG,3372.99145762,female,,2.008594,2010.0
822,SLB,163.659187887,male,-0.435772594922,2.008594,1990.0
823,SLB,152.399467987,female,-0.435772594922,2.008594,1990.0
824,SLB,245.33020023,male,-0.446956292194,2.008594,2005.0
825,SLB,228.914874567,female,-0.446956292194,2.008594,2005.0
826,SLB,280.231058187,male,,2.008594,2010.0
827,SLB,261.826650897,female,,2.008594,2010.0
828,TON,49.0173316052,male,-0.318215630995,2.008594,1990.0
829,TON,47.8348515329,female,-0.318215630995,2.008594,1990.0
830,TON,50.8828849215,male,-0.256946990533,2.008594,2005.0
831,TON,50.8085436247,female,-0.256946990533,2.008594,2005.0
832,TON,52.4042533882,male,,2.008594,2010.0
833,TON,52.3989263986,female,,2.008594,2010.0
834,VUT,76.1792881161,male,-0.34495558209,2.008594,1990.0
835,VUT,71.9906489383,female,-0.34495558209,2.008594,1990.0
836,VUT,108.331235027,male,-0.332958919397,2.008594,2005.0
837,VUT,103.885543975,female,-0.332958919397,2.008594,2005.0
838,VUT,122.608475624,male,,2.008594,2010.0
839,VUT,118.011464982,female,,2.008594,2010.0
840,WSM,86.3509687397,male,-0.369258717578,2.008594,1990.0
841,WSM,78.2211142685,female,-0.369258717578,2.008594,1990.0
842,WSM,94.3216817515,male,-0.309373039025,2.008594,2005.0
843,WSM,87.8286688431,female,-0.309373039025,2.008594,2005.0
844,WSM,95.2886135943,male,,2.008594,2010.0
845,WSM,89.2349519385,female,,2.008594,2010.0
846,AGO,5164.47657537,male,-0.401587162246,2.008594,1990.0
847,AGO,5317.36855134,female,-0.401587162246,2.008594,1990.0
848,AGO,8207.19992014,male,-0.400218036718,2.008594,2005.0
849,AGO,8395.34968236,female,-0.400218036718,2.008594,2005.0
850,AGO,9539.08048222,male,,2.008594,2010.0
851,AGO,9720.43599805,female,,2.008594,2010.0
852,CAF,1453.97812482,male,-0.504577152801,2.008594,1990.0
853,CAF,1504.03987823,female,-0.504577152801,2.008594,1990.0
854,CAF,1994.18862433,male,-0.515060250631,2.008594,2005.0
855,CAF,2055.30083303,female,-0.515060250631,2.008594,2005.0
856,CAF,2185.56285333,male,,2.008594,2010.0
857,CAF,2247.73341769,female,,2.008594,2010.0
858,COD,18237.7566915,male,-0.514525302842,2.008594,1990.0
859,COD,18698.7286608,female,-0.514525302842,2.008594,1990.0
860,COD,29018.1781868,male,-0.536937135056,2.008594,2005.0
861,COD,29341.0539263,female,-0.536937135056,2.008594,2005.0
862,COD,33344.8024857,male,,2.008594,2010.0
863,COD,33657.0434245,female,,2.008594,2010.0
864,COG,1199.05355805,male,-0.386668526322,2.008594,1990.0
865,COG,1207.43185238,female,-0.386668526322,2.008594,1990.0
866,COG,1779.24209886,male,-0.395273090921,2.008594,2005.0
867,COG,1778.91266021,female,-0.395273090921,2.008594,2005.0
868,COG,2036.32431797,male,,2.008594,2010.0
869,COG,2032.88286228,female,,2.008594,2010.0
870,GAB,464.083444066,male,0.148955008657,2.008594,1990.0
871,GAB,473.937032202,female,0.148955008657,2.008594,1990.0
872,GAB,688.284507463,male,0.104237489039,2.008594,2005.0
873,GAB,689.234273011,female,0.104237489039,2.008594,2005.0
874,GAB,758.698963134,male,,2.008594,2010.0
875,GAB,755.159881531,female,,2.008594,2010.0
876,GNQ,193.075552072,male,-0.488240048524,2.008594,1990.0
877,GNQ,185.224281385,female,-0.488240048524,2.008594,1990.0
878,GNQ,313.265418304,male,0.0601883810713,2.008594,2005.0
879,GNQ,297.789226481,female,0.0601883810713,2.008594,2005.0
880,GNQ,359.824584519,male,,2.008594,2010.0
881,GNQ,342.454100272,female,,2.008594,2010.0
882,BDI,2765.4611446,male,-0.525676338971,2.008594,1990.0
883,BDI,2900.17787966,female,-0.525676338971,2.008594,1990.0
884,BDI,3578.89592873,male,-0.530890438794,2.008594,2005.0
885,BDI,3744.0587383,female,-0.530890438794,2.008594,2005.0
886,BDI,4157.97740245,male,,2.008594,2010.0
887,BDI,4306.46852828,female,,2.008594,2010.0
888,COM,221.098867432,male,-0.482969219538,2.008594,1990.0
889,COM,220.390977346,female,-0.482969219538,2.008594,1990.0
890,COM,327.059968363,male,-0.49403499547,2.008594,2005.0
891,COM,323.49467271,female,-0.49403499547,2.008594,2005.0
892,COM,373.710652785,male,,2.008594,2010.0
893,COM,368.479426821,female,,2.008594,2010.0
894,DJI,280.963752193,male,-0.378470106326,2.008594,1990.0
895,DJI,282.148701372,female,-0.378470106326,2.008594,1990.0
896,DJI,408.139774503,male,-0.448496811993,2.008594,2005.0
897,DJI,408.00099078,female,-0.448496811993,2.008594,2005.0
898,DJI,449.101917599,male,,2.008594,2010.0
899,DJI,448.438466005,female,,2.008594,2010.0
900,ERI,1558.92086463,male,-0.524334131967,2.008594,1990.0
901,ERI,1618.91627682,female,-0.524334131967,2.008594,1990.0
902,ERI,2211.80906898,male,-0.509004123783,2.008594,2005.0
903,ERI,2297.88578935,female,-0.509004123783,2.008594,2005.0
904,ERI,2596.08857053,male,,2.008594,2010.0
905,ERI,2678.76628261,female,,2.008594,2010.0
906,ETH,24164.3087905,male,-0.523012351831,2.008594,1990.0
907,ETH,24555.3776333,female,-0.523012351831,2.008594,1990.0
908,ETH,37159.2299685,male,-0.522001110025,2.008594,2005.0
909,ETH,37554.9655175,female,-0.522001110025,2.008594,2005.0
910,ETH,41521.5846395,male,,2.008594,2010.0
911,ETH,41923.2519986,female,,2.008594,2010.0
912,KEN,11725.9715396,male,-0.482502787845,2.008594,1990.0
913,KEN,11803.859983,female,-0.482502787845,2.008594,1990.0
914,KEN,17943.2063777,male,-0.483574535209,2.008594,2005.0
915,KEN,17979.9770284,female,-0.483574535209,2.008594,2005.0
916,KEN,20436.8359654,male,,2.008594,2010.0
